Id,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,danceability,genre_label
605,0.574,9,-6.286,1,0.172,0.138,7.16E-05,0.211,0.696,104.716,282520,4,0.888,0
606,0.88,4,-8.798,0,0.0513,0.000443,0.938,0.105,0.0271,128.03,488000,4,0.733,1
607,0.461,9,-10.689,0,0.35,0.116,0.000559,0.077,0.347,188.002,321640,4,0.525,0
608,0.841,6,-7.737,0,0.335,0.0977,0,0.0773,0.794,190.836,298053,4,0.856,0
609,0.686,8,-6.763,1,0.067,9.03E-05,0.882,0.0902,0.068,126.026,541429,4,0.774,1
610,0.698,8,-10.464,1,0.0342,0.0198,0.898,0.0925,0.349,122.003,450892,4,0.683,1
611,0.608,4,-5.583,0,0.233,0.102,0,0.0891,0.829,193.826,255547,4,0.935,0
612,0.763,1,-6.57,1,0.295,0.32,0,0.143,0.704,159.963,265693,3,0.754,0
613,0.933,11,-7.262,0,0.0545,0.0026,0.895,0.179,0.286,134.994,356444,4,0.54,1
614,0.518,5,-12.356,0,0.0392,0.243,0.905,0.112,0.066,127.984,421506,4,0.789,1
615,0.679,5,-7.092,0,0.0349,0.324,4.21E-05,0.423,0.19,105.977,145078,4,0.753,0
616,0.953,6,-9.535,0,0.0695,0.00144,0.749,0.123,0.0392,131.996,393585,4,0.592,1
617,0.733,8,-11.352,0,0.0476,0.00182,0.901,0.107,0.501,128.976,362492,3,0.799,1
618,0.757,0,-6.447,1,0.23,0.298,0,0.103,0.565,130.996,246596,4,0.811,0
619,0.882,4,-4.806,1,0.297,0.00318,0,0.423,0.671,175.42,249462,4,0.648,0
620,0.861,2,-7.789,1,0.0814,0.00189,0.847,0.106,0.15,126.991,427272,4,0.64,1
621,0.843,11,-6.521,0,0.0463,0.000845,0.874,0.129,0.0422,127.984,255025,4,0.727,1
622,0.475,4,-11.229,0,0.298,0.0339,0,0.0561,0.52,184.532,164067,4,0.823,0
623,0.832,11,-5.311,0,0.183,0.000275,0.8,0.383,0.389,128.011,391499,4,0.882,1
624,0.702,7,-5.375,1,0.375,0.714,0,0.279,0.723,138.953,248488,4,0.758,0
625,0.93,8,-9.128,1,0.0579,0.00423,0.826,0.248,0.0287,129.993,377321,4,0.502,1
626,0.59,5,-3.644,0,0.208,0.0869,0,0.677,0.894,187.894,200760,4,0.896,0
627,0.945,1,-8.259,1,0.0308,5.95E-06,0.865,0.284,0.18,140.01,420000,4,0.556,1
628,0.617,1,-12.404,1,0.0408,0.0533,0.831,0.111,0.262,131.016,313450,4,0.646,1
629,0.787,7,-7.684,1,0.108,6.46E-05,0.826,0.107,0.433,124.996,439355,4,0.89,1
630,0.554,0,-5.048,1,0.0488,0.222,0,0.612,0.17,117.384,272501,4,0.396,0
631,0.843,7,-2.66,1,0.314,0.397,0,0.799,0.625,148.14,363521,4,0.708,0
632,0.929,1,-3.221,0,0.215,0.0901,0,0.305,0.547,204.012,295413,4,0.721,0
633,0.942,7,-11.22,1,0.0416,0.00019,0.72,0.318,0.0333,130.013,467816,4,0.595,1
634,0.813,7,-10.823,1,0.126,0.0366,0.926,0.253,0.126,129.979,420923,4,0.782,1
635,0.568,7,-5.273,1,0.22,0.0058,5.20E-06,0.721,0.492,172.154,261733,4,0.776,0
636,0.818,1,-10.206,0,0.0423,0.000645,0.9,0.516,0.161,129.009,342327,4,0.672,1
637,0.7,10,-6.795,0,0.0608,0.00709,0.852,0.115,0.566,127.028,203120,4,0.76,1
638,0.711,6,-8.576,1,0.24,0.127,0.0283,0.0918,0.882,169.606,197647,4,0.733,0
639,0.794,10,-6.186,0,0.14,0.274,1.68E-06,0.124,0.54,174.748,290573,4,0.678,0
640,0.195,4,-12.233,1,0.087,0.789,0.00103,0.109,0.369,132.847,122707,4,0.774,0
641,0.515,2,-10.882,1,0.0974,0.0667,0.929,0.092,0.0374,128.017,444405,4,0.668,1
642,0.398,7,-8.993,0,0.037,0.0681,8.48E-06,0.14,0.348,191.952,246294,4,0.765,0
643,0.82,10,-9.972,0,0.0728,0.103,0.907,0.106,0.0479,130.002,465231,4,0.764,1
644,0.508,1,-11.145,1,0.359,0.0687,0,0.128,0.842,171.695,250750,4,0.837,0
645,0.786,3,-7.441,0,0.383,0.0126,0,0.107,0.679,191.978,200840,4,0.751,0
646,0.719,1,-9.048,1,0.0553,0.000142,0.934,0.0845,0.184,132.005,337298,4,0.74,1
647,0.634,9,-6.918,0,0.281,0.244,0,0.437,0.728,179.946,142192,4,0.696,0
648,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,198.158,194184,4,0.743,0
649,0.567,4,-6.504,0,0.0525,0.00244,1.89E-05,0.168,0.256,135.991,169412,4,0.842,0
650,0.58,10,-12.747,0,0.239,0.0694,6.71E-06,0.906,0.707,198.154,279640,4,0.716,0
651,0.897,11,-3.342,0,0.312,0.0675,0,0.0808,0.634,176.496,209333,4,0.681,0
652,0.717,1,-11.105,1,0.0514,0.00114,0.822,0.109,0.0997,123.006,446347,3,0.725,1
653,0.924,9,-1.611,0,0.31,0.236,0,0.235,0.671,183.834,374413,4,0.471,0
654,0.668,2,-12.995,1,0.0374,0.019,0.744,0.111,0.14,127.996,508726,4,0.588,1
655,0.591,2,-6.691,1,0.0395,0.00793,2.10E-05,0.105,0.27,139.913,261703,4,0.793,0
656,0.903,10,-9.413,0,0.0566,0.227,0.915,0.113,0.418,134.998,309333,3,0.59,1
657,0.914,11,-9.745,1,0.105,0.000841,0.917,0.0742,0.353,128.002,427500,4,0.768,1
658,0.561,0,-11.054,0,0.0456,0.00134,0.865,0.101,0.427,121.005,444307,4,0.804,1
659,0.658,1,-8.013,0,0.126,0.000213,0.122,0.243,0.586,190.054,230133,4,0.837,0
660,0.706,8,-6.665,1,0.203,0.0267,0,0.197,0.375,193.952,266507,4,0.757,0
661,0.861,8,-3.687,1,0.168,0.735,0,0.312,0.646,185.104,239933,4,0.713,0
662,0.644,9,-11.544,1,0.0407,0.00546,0.695,0.111,0.0783,126.023,448853,4,0.74,1
663,0.858,1,-8.852,0,0.0888,0.000318,0.869,0.0598,0.0926,126.008,398095,4,0.802,1
664,0.803,2,-5.293,0,0.173,0.302,0,0.242,0.553,135.072,323960,4,0.284,0
665,0.886,1,-3.48,1,0.283,0.241,0,0.103,0.79,180.028,218667,4,0.814,0
666,0.734,6,-11.366,0,0.0616,0.0139,0.83,0.113,0.455,129.011,375258,4,0.813,1
667,0.651,2,-9.096,1,0.0469,0.000731,0.91,0.109,0.712,124.033,322800,4,0.804,1
668,0.942,6,-8.11,1,0.0572,0.204,0.883,0.0963,0.235,129.989,244966,4,0.711,1
669,0.569,9,-5.104,0,0.265,0.563,0,0.111,0.589,184.126,164632,4,0.8,0
670,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,0.896,0
671,0.862,1,-11.355,0,0.0376,0.00168,0.842,0.104,0.182,129.991,448385,4,0.691,1
672,0.646,11,-9.882,0,0.0856,0.108,0.746,0.0509,0.0399,127.004,514016,4,0.782,1
673,0.73,9,-9.905,0,0.0519,0.00247,0.902,0.111,0.363,132.991,422867,4,0.762,1
674,0.754,6,-13.472,1,0.0562,0.0673,0.856,0.762,0.33,126.999,373233,4,0.781,1
675,0.581,2,-6.543,1,0.21,0.0382,8.35E-06,0.113,0.334,182.074,326878,4,0.856,0
676,0.886,6,-9.056,1,0.0436,0.00446,0.874,0.105,0.187,129.998,403273,4,0.685,1
677,0.654,10,-8.794,0,0.0556,0.097,0.903,0.231,0.24,127.015,445692,4,0.793,1
678,0.511,11,-11.744,0,0.407,0.126,0.113,0.0973,0.119,127.986,421406,4,0.948,1
679,0.592,11,-10.657,0,0.0412,0.00722,0.854,0.122,0.142,126.004,460952,4,0.937,1
680,0.629,6,-9.453,1,0.084,0.238,0,0.141,0.288,122.439,159822,4,0.674,0
681,0.826,1,-10.198,1,0.0594,0.0138,0.829,0.0812,0.0288,128.027,362081,4,0.716,1
682,0.769,11,-5.761,0,0.258,0.0145,0.00012,0.0767,0.626,126.017,204957,4,0.847,0
683,0.834,11,-9.632,0,0.0612,0.00321,0.895,0.13,0.2,129.996,414000,4,0.553,1
684,0.781,8,-12.174,1,0.101,0.000389,0.874,0.105,0.224,129.999,413765,4,0.733,1
685,0.48,5,-5.418,1,0.0266,0.449,0,0.147,0.35,172.092,204427,4,0.507,0
686,0.739,11,-10.583,0,0.0738,0.00198,0.836,0.108,0.0705,127.978,487500,4,0.702,1
687,0.521,11,-12.999,0,0.216,0.304,1.65E-06,0.115,0.763,190.53,248867,4,0.849,0
688,0.681,6,-9.13,0,0.12,0.00166,0.784,0.0964,0.386,126.996,369979,4,0.828,1
689,0.895,10,-9.702,0,0.0458,0.00022,0.806,0.105,0.564,129.998,392557,4,0.711,1
690,0.468,4,-6.115,1,0.0822,0.345,0.00838,0.1,0.237,158.061,262344,4,0.577,0
691,0.746,1,-5.264,0,0.452,0.137,0,0.117,0.506,119.536,152000,3,0.504,0
692,0.902,1,-4.47,1,0.181,0.207,0,0.307,0.788,180.792,383765,4,0.809,0
693,0.816,9,-4.67,1,0.247,0.472,0,0.204,0.777,192.112,302693,4,0.889,0
694,0.743,10,-9.356,0,0.0782,1.11E-05,0.619,0.112,0.358,128.007,510000,4,0.691,1
695,0.898,11,-5.937,0,0.0449,0.0991,0.876,0.633,0.477,126.003,464000,4,0.783,1
696,0.604,4,-6.822,0,0.0865,0.0109,8.21E-06,0.123,0.505,167.428,256960,4,0.837,0
697,0.973,11,-3.889,0,0.123,0.000571,0.912,0.0286,0.513,123.988,410383,4,0.807,1
698,0.866,11,-5.614,0,0.305,0.106,0,0.136,0.784,150.364,245907,4,0.694,0
699,0.642,1,-10.11,1,0.39,0.00704,1.43E-06,0.161,0.72,184.18,209973,4,0.704,0
700,0.694,1,-7.913,1,0.185,0.613,0,0.222,0.614,140.082,160293,4,0.689,0
701,0.99,11,-5.643,0,0.0628,0.0214,0.951,0.127,0.339,135.994,371233,4,0.742,1
702,0.628,1,-3.832,1,0.216,0.169,0,0.102,0.676,184.126,266067,4,0.892,0
703,0.976,7,-5.445,1,0.068,0.00973,0.669,0.31,0.0314,130.991,300458,4,0.688,1
704,0.974,7,-7.863,1,0.049,0.00039,0.823,0.111,0.19,135,408602,4,0.587,1
705,0.649,9,-8.158,1,0.345,0.0126,0,0.18,0.475,181.25,185680,4,0.596,0
706,0.973,11,-7.567,1,0.0462,0.000161,0.91,0.115,0.0802,128.004,437814,4,0.729,1
707,0.936,5,-8.993,1,0.0404,0.00624,0.91,0.102,0.0679,130.009,417231,4,0.671,1
708,0.691,4,-4.59,0,0.0563,0.00197,0,0.298,0.681,193.584,280600,4,0.769,0
709,0.729,0,-7.574,1,0.0626,0.0248,0.911,0.079,0.101,132.003,554545,4,0.832,1
710,0.762,7,-6.401,1,0.0411,0.00179,0.815,0.0973,0.74,141.866,370309,4,0.631,1
711,0.734,1,-9.472,1,0.0537,6.12E-05,0.877,0.111,0.0305,134,408358,3,0.754,1
712,0.614,5,-6.091,0,0.0536,0.0121,0,0.823,0.101,159.936,271600,4,0.594,0
713,0.603,1,-7.85,1,0.226,0.14,0,0.0783,0.546,191.872,259181,4,0.853,0
714,0.751,1,-6.464,0,0.866,0.666,0,0.0918,0.39,177.065,288853,4,0.326,0
715,0.811,5,-6.412,1,0.269,0.00469,1.93E-05,0.0946,0.766,104.035,161538,4,0.809,0
716,0.653,1,-8.396,1,0.204,0.0335,5.46E-06,0.22,0.533,199.862,261133,4,0.818,0
717,0.891,11,-4.273,0,0.0769,0.033,0,0.417,0.557,163.856,193359,4,0.574,0
718,0.569,10,-6.927,0,0.225,0.0186,0,0.353,0.55,179.99,223739,4,0.811,0
719,0.811,2,-5.057,1,0.0415,0.000233,0.755,0.127,0.0381,127.001,425357,4,0.754,1
720,0.799,11,-3.189,0,0.185,0.131,0,0.0952,0.686,181.936,265640,4,0.666,0
721,0.686,9,-8.404,1,0.0547,0.00505,0.000359,0.0609,0.628,198.046,190533,4,0.916,0
722,0.669,1,-5.265,1,0.107,0.271,0,0.158,0.446,166.132,254467,4,0.701,0
723,0.923,1,-7.646,1,0.0581,0.00297,0.933,0.0786,0.0684,131.995,423358,4,0.652,1
724,0.69,3,-10.225,0,0.0698,0.00291,0.907,0.203,0.215,128.879,435267,4,0.785,1
725,0.535,6,-12.51,1,0.0688,0.0214,0.734,0.0662,0.353,122.016,489714,4,0.851,1
726,0.752,1,-11.225,1,0.0861,0.0897,0.928,0.112,0.043,128.004,480474,4,0.7,1
727,0.817,7,-13.364,1,0.053,0.186,0.911,0.113,0.0672,127.002,427176,4,0.706,1
728,0.72,11,-11.751,0,0.0552,0.0624,0.91,0.11,0.056,127.026,372783,4,0.795,1
729,0.696,1,-5.312,1,0.26,0.762,1.03E-05,0.128,0.437,180.922,263429,4,0.852,0
730,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,202.006,196520,4,0.764,0
731,0.711,4,-9.483,0,0.468,0.231,0.000456,0.418,0.494,178.038,207707,4,0.776,0
732,0.608,4,-12.678,1,0.0398,0.0375,0.928,0.111,0.0328,132.025,381905,4,0.609,1
733,0.692,10,-7.932,0,0.362,0.193,0,0.121,0.595,174.141,253533,4,0.583,0
734,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,156.078,203174,4,0.514,0
735,0.397,1,-8.019,1,0.0502,0.185,0.00264,0.133,0.129,157.986,301587,4,0.511,0
736,0.829,1,-7.925,1,0.0436,0.0011,0.932,0.0888,0.229,130.994,386523,4,0.574,1
737,0.705,0,-9.135,1,0.0812,0.00391,0.903,0.103,0.0598,128.004,406245,4,0.72,1
738,0.673,1,-8.434,0,0.296,0.375,0,0.0855,0.32,173.414,265579,1,0.589,0
739,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,203.56,250133,4,0.795,0
740,0.517,1,-12.058,0,0.0989,0.0138,0.887,0.215,0.118,124.985,376295,4,0.811,1
741,0.662,1,-7.016,0,0.0489,0.00157,2.10E-05,0.0887,0.324,152.927,182733,4,0.776,0
742,0.673,2,-6.324,1,0.117,0.373,0.000808,0.281,0.88,150.526,156547,4,0.593,0
743,0.89,0,-10.053,1,0.115,0.507,0.872,0.102,0.654,132.014,369473,4,0.753,1
744,0.674,8,-5.762,0,0.0305,0.0059,1.04E-05,0.0957,0.0644,199.594,325500,3,0.379,0
745,0.898,0,-12.352,1,0.136,0.00488,0.946,0.105,0.0283,128.031,481458,4,0.794,1
746,0.779,6,-6.968,1,0.295,0.645,0,0.112,0.72,165.984,268916,4,0.633,0
747,0.808,4,-8.978,0,0.0533,0.161,0.889,0.0513,0.292,127.006,506347,4,0.731,1
748,0.696,5,-4.472,0,0.0706,0.251,0,0.0726,0.467,132.077,392827,4,0.727,0
749,0.413,7,-9.372,1,0.129,0.154,0.856,0.108,0.543,126.987,432756,4,0.941,1
750,0.89,2,-9.927,1,0.0381,0.0773,0.899,0.0959,0.0403,133.024,332030,4,0.527,1
751,0.537,2,-6.945,0,0.0878,0.0619,1.01E-05,0.247,0.153,145.089,338413,4,0.683,0
752,0.838,7,-5.169,0,0.0488,0.00169,0.904,0.113,0.235,126.981,362835,4,0.817,1
753,0.834,10,-5.802,0,0.225,0.0161,0,0.0559,0.579,172.387,317507,4,0.691,0
754,0.782,2,-5.901,1,0.289,0.0312,0,0.0651,0.629,103.828,209053,4,0.697,0
755,0.754,10,-7.347,1,0.108,0.385,0.000863,0.165,0.251,120,192000,4,0.792,0
756,0.661,1,-6.074,1,0.155,0.018,1.14E-05,0.0651,0.583,185.47,238440,4,0.899,0
757,0.807,6,-8.7,1,0.0716,0.00286,0.821,0.111,0.0328,129.001,446977,4,0.721,1
758,0.781,5,-5.536,1,0.268,0.244,0,0.253,0.749,199.176,232027,4,0.731,0
759,0.864,1,-9.348,1,0.0561,0.0586,0.898,0.106,0.262,124.005,387375,4,0.702,1
760,0.938,6,-6.432,1,0.062,0.000157,0.877,0.106,0.0536,129.993,376615,3,0.731,1
761,0.723,4,-8.748,0,0.406,0.16,0,0.672,0.587,178.28,161653,4,0.514,0
762,0.792,0,-3.462,1,0.375,0.0271,0,0.335,0.826,186.126,158907,4,0.503,0
763,0.744,10,-9.028,0,0.052,0.0504,0.814,0.0797,0.198,125.006,414720,4,0.779,1
764,0.75,2,-5.446,1,0.0453,0.057,0.901,0.131,0.0927,130.009,280615,4,0.83,1
765,0.887,1,-6.394,1,0.0535,0.00193,0.878,0.0555,0.183,129.006,405581,4,0.768,1
766,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,189.878,324533,4,0.555,0
767,0.837,1,-5.355,0,0.164,0.00084,0,0.0482,0.893,199.762,259307,4,0.946,0
768,0.788,7,-10.2,1,0.0623,0.0243,0.888,0.11,0.0489,128.005,288750,4,0.66,1
769,0.631,10,-7.563,0,0.23,0.018,0,0.376,0.53,187.294,237133,4,0.82,0
770,0.944,11,-3.626,0,0.347,0.0481,0,0.342,0.418,130.035,202853,4,0.603,0
771,0.652,3,-8.765,0,0.316,0.262,2.13E-05,0.0892,0.397,170.824,201240,4,0.683,0
772,0.671,1,-13.929,1,0.0446,0.347,0.943,0.229,0.0549,124.984,637440,4,0.68,1
773,0.839,11,-4.141,1,0.108,0.00919,0,0.0921,0.892,136.019,261973,4,0.944,0
774,0.558,11,-7.562,0,0.0872,0.00158,0.864,0.0868,0.262,127.998,345489,4,0.798,1
775,0.566,7,-12.604,1,0.177,0.055,0,0.582,0.658,189.3,251373,4,0.805,0
776,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,154.322,214067,4,0.725,0
777,0.851,5,-4.831,1,0.0786,0.00402,0.000744,0.256,0.8,115.012,213787,4,0.766,0
778,0.46,0,-15.376,1,0.0432,2.03E-05,0.892,0.234,0.0344,128.033,410625,3,0.698,1
779,0.535,4,-9.306,1,0.513,0.217,0,0.114,0.326,167.178,167653,4,0.568,0
780,0.908,9,-9.629,0,0.0642,0.00792,0.861,0.0442,0.0766,130,406221,4,0.779,1
781,0.837,8,-7.868,1,0.0474,0.0231,0.902,0.0761,0.316,121.984,468197,4,0.659,1
782,0.604,1,-4.591,1,0.345,0.141,0,0.0668,0.45,170.337,234853,4,0.485,0
783,0.821,9,-8.636,1,0.0573,0.00458,0.917,0.0793,0.0313,128.018,401250,4,0.738,1
784,0.694,10,-8.627,0,0.172,0.0249,0,0.0698,0.524,167.964,340920,4,0.663,0
785,0.919,10,-5.054,0,0.269,0.0201,0,0.269,0.805,185.416,248693,4,0.706,0
786,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,176.034,240800,4,0.769,0
787,0.473,1,-7.197,1,0.271,0.347,0,0.366,0.394,95.622,153120,4,0.732,0
788,0.188,1,-14.215,0,0.294,0.506,0.876,0.166,0.141,123.001,483902,5,0.781,1
789,0.751,5,-6.08,0,0.533,0.265,0,0.149,0.768,169.1,200853,4,0.63,0
790,0.889,0,-9.723,1,0.0354,0.0016,0.814,0.346,0.341,126.007,431201,4,0.733,1
791,0.506,0,-10.074,0,0.139,0.193,0,0.135,0.396,175.662,219400,4,0.4,0
792,0.464,8,-19.344,1,0.0413,0.225,0.876,0.0769,0.0631,135.026,855502,4,0.528,1
793,0.608,11,-10.809,1,0.169,0.386,0.0118,0.319,0.707,191.496,234627,4,0.885,0
794,0.978,9,-8.367,1,0.0379,8.72E-05,0.929,0.112,0.382,127.019,363093,4,0.749,1
795,0.918,0,-7.843,1,0.143,0.000731,0.898,0.0546,0.211,128.002,467780,4,0.728,1
796,0.783,10,-6.403,0,0.298,0.208,0,0.27,0.779,186.374,347373,4,0.74,0
797,0.603,9,-6.705,1,0.272,0.12,0,0.936,0.405,150.036,199195,4,0.721,0
798,0.918,7,-7.169,1,0.079,0.00245,0.93,0.0521,0.181,124.992,445440,3,0.803,1
799,0.765,11,-7.345,0,0.0553,0.00074,0.814,0.595,0.219,129.997,568645,4,0.751,1
800,0.926,4,-7.979,0,0.0615,0.000319,0.925,0.101,0.0893,130.001,385574,4,0.695,1
801,0.663,7,-7.002,1,0.0396,0.000679,0.873,0.0999,0.105,124.987,432088,4,0.805,1
802,0.629,7,-10.575,1,0.0514,0.00214,0.915,0.0711,0.179,123.998,450915,4,0.756,1
803,0.841,6,-8.563,1,0.0547,0.00016,0.847,0.0656,0.384,128.004,470343,4,0.781,1
804,0.785,10,-8.178,0,0.18,0.0287,0.00144,0.319,0.821,188.246,296267,4,0.754,0
805,0.486,2,-7.334,1,0.326,0.0407,0,0.0576,0.831,191.86,222500,4,0.838,0
806,0.988,7,-7.19,1,0.0418,0.00438,0.811,0.0449,0.254,128.017,289805,3,0.671,1
807,0.608,7,-11.046,1,0.0482,0.176,0.965,0.111,0.0244,127.998,345372,4,0.78,1
808,0.446,9,-11.354,0,0.786,0.278,0,0.308,0.295,103.078,161080,4,0.442,0
809,0.662,1,-5.497,1,0.404,0.316,0,0.258,0.675,164.654,248781,4,0.638,0
810,0.391,0,-9.144,0,0.242,0.469,4.13E-06,0.297,0.437,134.021,119133,4,0.872,0
811,0.517,11,-8.186,1,0.137,0.122,0.0142,0.609,0.613,104.018,246952,4,0.775,0
812,0.88,1,-3.532,1,0.0772,0.0299,0.825,0.151,0.109,130.005,330462,4,0.747,1
813,0.855,7,-10.87,1,0.071,0.0034,0.846,0.106,0.349,132.993,462240,4,0.663,1
814,0.645,1,-7.45,1,0.315,0.0287,1.66E-05,0.0668,0.205,103.974,241682,4,0.594,0
815,0.92,7,-7.801,1,0.0512,0.000955,0.866,0.109,0.256,127.998,454839,4,0.69,1
816,0.654,5,-14.305,0,0.422,0.226,0.864,0.111,0.176,127.953,364098,4,0.618,1
817,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,4,0.618,0
818,0.648,0,-5.287,1,0.0731,0.118,0,0.515,0.657,161.958,166146,4,0.756,0
819,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,276920,4,0.491,0
820,0.696,1,-9.833,1,0.043,0.00015,0.766,0.122,0.251,131.995,388945,4,0.577,1
821,0.748,7,-7.598,1,0.0441,0.014,0.871,0.0929,0.346,123.005,518989,3,0.674,1
822,0.498,11,-12.095,0,0.29,0.000671,0.000389,0.0551,0.489,185.774,249933,4,0.87,0
823,0.915,2,-7.432,1,0.0442,0.00284,0.944,0.29,0.112,124.002,433548,4,0.647,1
824,0.977,7,-6.193,1,0.054,0.00113,0.878,0.0972,0.396,132.002,412667,4,0.655,1
825,0.655,4,-7.574,0,0.0472,0.0246,0,0.156,0.265,138.023,227067,4,0.733,0
826,0.515,10,-8.226,0,0.276,0.27,4.01E-06,0.112,0.26,179.562,254640,4,0.813,0
827,0.608,5,-4.866,0,0.0474,0.137,8.71E-05,0.0624,0.627,125.992,233960,4,0.869,0
828,0.922,11,-10.355,0,0.106,0.00694,0.735,0.112,0.182,130.98,376041,4,0.735,1
829,0.716,9,-8.124,0,0.0682,0.00382,0.891,0.11,0.109,128.009,556000,4,0.767,1
830,0.668,1,-6.776,0,0.197,0.423,0,0.18,0.382,125.015,323080,4,0.758,0
831,0.931,11,-3.302,1,0.347,0.0738,0,0.5,0.53,201.936,268867,4,0.51,0
832,0.6,2,-12.737,1,0.0467,0.0122,0.514,0.0507,0.117,125.002,529920,4,0.735,1
833,0.549,2,-12.348,1,0.333,0.00272,0,0.337,0.678,185.888,235187,4,0.833,0
834,0.717,4,-5.021,1,0.262,0.0131,3.26E-05,0.18,0.589,173.596,173793,4,0.649,0
835,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,304607,4,0.652,0
836,0.441,10,-5.137,0,0.0926,0.0203,0,0.2,0.382,106.892,237893,4,0.806,0
837,0.914,0,-4.747,0,0.113,0.0161,0,0.744,0.576,153.993,292093,4,0.542,0
838,0.632,6,-11.157,1,0.0535,0.00173,0.889,0.0865,0.265,125.996,390625,4,0.74,1
839,0.654,7,-13.439,1,0.0507,0.328,0.938,0.139,0.0513,130.998,475828,4,0.712,1
840,0.895,11,-3.663,0,0.136,0.0505,0.00423,0.32,0.181,119.904,193567,4,0.585,0
841,0.772,0,-6.691,0,0.255,0.0986,0,0.177,0.158,176.454,197949,4,0.533,0
842,0.717,6,-8.333,1,0.336,0.359,3.12E-06,0.797,0.881,175.08,131867,4,0.571,0
843,0.613,6,-11.451,0,0.0864,0.0985,0.000472,0.084,0.634,184.138,243267,4,0.782,0
844,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,175.998,211000,4,0.79,0
845,0.985,10,-6.895,1,0.119,0.00029,0.928,0.124,0.0393,130.025,357944,4,0.747,1
846,0.776,6,-13.056,0,0.0322,0.0385,0.845,0.0999,0.0626,129.994,397269,4,0.71,1
847,0.779,1,-4.28,1,0.0498,0.0312,0,0.0721,0.326,130.027,147616,4,0.748,0
848,0.641,2,-11.228,1,0.158,0.134,8.19E-06,0.0831,0.885,164.976,257224,4,0.779,0
849,0.391,0,-10.288,0,0.0621,0.438,0.0372,0.186,0.306,106.982,245607,4,0.661,0
850,0.917,0,-3.159,1,0.0638,0.00428,0,0.197,0.601,126.115,177827,4,0.55,0
851,0.97,2,-10.25,1,0.0549,0.00135,0.897,0.111,0.039,129.993,362420,3,0.658,1
852,0.583,11,-10.807,1,0.386,0.242,0,0.347,0.53,175.018,251267,4,0.788,0
853,0.705,11,-5.65,0,0.403,0.0021,1.43E-06,0.237,0.466,173.096,272640,4,0.794,0
854,0.812,4,-9.333,0,0.0407,0.034,0.904,0.19,0.155,126.998,559476,4,0.749,1
855,0.65,1,-11.242,1,0.127,0.392,0.942,0.0641,0.123,129.977,379159,4,0.8,1
856,0.565,11,-13.16,0,0.185,0.0753,0.0155,0.0734,0.173,123.993,342152,4,0.879,1
857,0.524,10,-11.096,0,0.127,0.0453,0.933,0.709,0.0382,128.983,394615,4,0.751,1
858,0.896,11,-9.246,1,0.0466,0.00169,0.864,0.123,0.14,129.997,203627,4,0.62,1
859,0.803,11,-7.178,0,0.05,5.32E-05,0.864,0.329,0.0438,126.985,323386,4,0.625,1
860,0.917,7,-8.805,1,0.0419,0.00172,0.88,0.108,0.0509,135.005,372283,4,0.639,1
861,0.485,1,-6.491,1,0.0365,0.121,0,0.092,0.422,127.01,171968,4,0.803,1
862,0.758,2,-7.414,1,0.148,0.0228,0.899,0.163,0.376,136.018,413614,4,0.735,1
863,0.734,7,-13.682,1,0.0709,0.155,0.883,0.237,0.584,137.766,470707,4,0.73,1
864,0.758,1,-13.5,0,0.032,0.00679,0.923,0.0549,0.328,130.003,391385,3,0.613,1
865,0.456,7,-7.554,1,0.123,0.000444,0.769,0.105,0.207,128.015,424320,4,0.956,1
866,0.603,2,-10.783,1,0.0309,0.0047,0.927,0.0988,0.0568,126.992,470348,4,0.883,1
867,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,271333,4,0.713,0
868,0.54,11,-12.795,0,0.104,0.0446,0.849,0.111,0.215,126.011,430649,4,0.843,1
869,0.67,1,-7.173,1,0.0634,8.91E-05,0.909,0.101,0.121,127.014,394488,4,0.804,1
870,0.57,7,-9.313,1,0.374,0.00267,0,0.0692,0.694,176.241,320172,4,0.819,0
871,0.943,6,-8.354,0,0.174,0.00109,0.882,0.196,0.334,124.014,394839,4,0.689,1
872,0.849,2,-9.084,1,0.0589,0.0186,0.823,0.352,0.354,128.017,495000,4,0.734,1
873,0.654,2,-11.776,1,0.054,0.035,0.929,0.112,0.198,127.999,410000,4,0.684,1
874,0.974,8,-6.508,1,0.0484,0.013,0.153,0.181,0.505,128.015,288281,4,0.668,1
875,0.662,10,-7.226,0,0.0993,0.474,0,0.237,0.645,113.022,179151,4,0.643,0
